# Datos16cl distribuidos centrados con 5 patrones semanales y 2 camiones

# PARÁMETROS
param n := 16;

param t_days := 5; # number of days

param m := 2; # number of trucks

param p_num := 5; # number of patterns

param D := 200;


param a:	1	2	3	4	5:=
1	1	0	0	0	0
2	0	1	0	0	0
3	0	0	1	0	0
4	0	0	0	1	0
5	0	0	0	0	1;
                          
param d:		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18 :=
1	0	6	19	23	2	9	20	11	15	12	16	7	18	10	15	4	24	0
2	6	0	15	20	4	8	17	5	10	8	14	3	16	5	12	4	20	6
3	19	15	0	7	17	10	3	12	5	7	8	13	7	10	6	15	5	19
4	23	20	7	0	22	14	4	19	12	12	8	18	6	16	9	19	5	23
5	2	4	17	22	0	8	19	9	13	10	15	5	17	8	14	3	22	2
6	9	8	10	14	8	0	11	9	7	3	6	5	9	6	5	5	15	9
7	20	17	3	4	19	11	0	15	8	9	6	14	4	13	6	16	4	20
8	11	5	12	19	9	9	15	0	7	8	14	5	16	3	12	8	17	11
9	15	10	5	12	13	7	8	7	0	4	9	8	9	5	6	11	10	15
10	12	8	7	12	10	3	9	8	4	0	6	6	8	5	4	7	12	12
11	16	14	8	8	15	6	6	14	9	6	0	11	3	11	3	12	11	16
12	7	3	13	18	5	5	14	5	8	6	11	0	14	4	10	3	18	7
13	18	16	7	6	17	9	4	16	9	8	3	14	0	13	4	14	8	18
14	10	5	10	16	8	6	13	3	5	5	11	4	13	0	9	6	15	10
15	15	12	6	9	14	5	6	12	6	4	3	10	4	9	0	11	10	15
16	4	4	15	19	3	5	16	8	11	7	12	3	14	6	11	0	19	4
17	24	20	5	5	22	15	4	17	10	12	11	18	8	15	10	19	0	24
18	0	6	19	23	2	9	20	11	15	12	16	7	18	10	15	4	24	0;


param e:=
1       0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0;

param tao := 
1        0
2	10
3	10
4	10
5	10
6	10
7	10
8	10
9	10
10	10
11	10
12	10
13	10
14	10
15	10
16	10
17	10;


param nv :=
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1;


param L:=
2	150
3	150
4	150
5	150
6	150
7	150
8	150
9	150
10	150
11	150
12	150
13	150
14	150
15	150
16	150
17	150;



#SUBCONJUNTOS
set subcl1:=2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;
set L1:= 1  2  3  4  5;


