# Datos20cl distribuidos centrados con 2 camiones y frecuencia mixta, 8 patrones (5S y 3 BS)  (30 visitas, 10 clientes con FS y 10 clientes con FBS)

# PARÁMETROS
param n := 20;

param t_days := 5; # number of days

param m := 2; # number of trucks

param p_num := 8; # number of patterns

param D := 200;


param a:	1	2	3	4	5:=
1	1	0	0	0	0
2	0	1	0	0	0
3	0	0	1	0	0
4	0	0	0	1	0
5	0	0	0	0	1
6       1	0	0	1	0
7	0	1	0	0	1
8       0       0       1       0       1;
                          
param d:		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22:=
1	0	10	6	5	11	12	3	4	6	7	9	4	1	5	7	7	6	3	5	9	10	0
2	10	0	15	6	20	4	8	8	16	17	5	10	8	14	3	16	5	12	13	4	3	10
3	6	15	0	11	7	17	6	10	5	3	12	5	7	8	13	7	10	6	2	15	14	6
4	5	6	11	0	15	7	5	2	11	12	8	7	4	8	3	11	5	7	9	4	7	5
5	11	20	7	15	0	22	12	14	5	4	19	12	12	8	18	6	16	9	7	19	20	11
6	12	4	17	7	22	0	11	8	18	19	9	13	10	15	5	17	8	14	16	3	7	12
7	3	8	6	5	12	11	0	5	8	9	7	2	2	8	6	9	4	5	5	8	8	3

8	4	8	10	2	14	8	5	0	10	11	9	7	3	6	5	9	6	5	9	5	9	4
9	6	16	5	11	5	18	8	10	0	2	15	8	8	5	14	2	12	4	4	15	16	6
10	7	17	3	12	4	19	9	11	2	0	15	8	9	6	14	4	13	6	4	16	16	7
11	9	5	12	8	19	9	7	9	15	15	0	7	8	14	5	16	3	12	12	8	2	9
12	4	10	5	7	12	13	2	7	8	8	7	0	4	9	8	9	5	6	4	11	9	4
13	1	8	7	4	12	10	2	3	8	9	8	4	0	6	6	8	5	4	6	7	9	1
14	5	14	8	8	8	15	8	6	5	6	14	9	6	0	11	3	11	3	6	12	15	5
15	7	3	13	3	18	5	6	5	14	14	5	8	6	11	0	14	4	10	11	3	5	7
16	7	16	7	11	6	17	9	9	2	4	16	9	8	3	14	0	13	4	6	14	17	7
17	6	5	10	5	16	8	4	6	12	13	3	5	5	11	4	13	0	9	9	6	4	6
18	3	12	6	7	9	14	5	5	4	6	12	6	4	3	10	4	9	0	4	11	13	3
19	5	13	2	9	7	16	5	9	4	4	12	4	6	6	11	6	9	4	0	13	13	5
20	9	4	15	4	19	3	8	5	15	16	8	11	7	12	3	14	6	11	13	0	7	9
21	10	3	14	7	20	7	8	9	16	16	2	9	9	15	5	17	4	13	13	7	0	10
22	0	10	6	5	11	12	3	4	6	7	9	4	1	5	7	7	6	3	5	9	10	0;


param e:=
1       0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0;

param tao := 
1        0
2	10
3	10
4	10
5	10
6	10
7	10
8	10
9	10
10	10
11	10
12	10
13	10
14	10
15	10
16	10
17	10
18	10
19	10
20	10
21	10;


param nv :=
2	2
3	1
4	1
5	2
6	1
7	1
8	2
9	1
10	2
11	2
12	2
13	2
14	1
15	1
16	2
17	1
18	1
19	2
20	2
21	1;


param L:=
2	150
3	150
4	150
5	150
6	150
7	150
8	150
9	150
10	150
11	150
12	150
13	150
14	150
15	150
16	150
17	150
18	150
19	150
20	150
21	150;

#SUBCONJUNTOS
set subcl1:=3  4  6  7  9  14  15  17  18  21;
set L1:= 1  2  3  4  5;
set subcl2:=2  5  8  10  11  12  13  16   19  20;
set L2:= 6   7   8;
