# Datos16cl distribuidos centrados con 3 patrones bisemanales y 2 camiones

# PARÁMETROS
param n := 16;

param t_days := 5; # number of days

param m := 2; # number of trucks

param p_num := 3; # number of patterns

param D := 200;


param a:	1	2	3	4	5:=
1	1	0	0	1	0
2	0	1	0	0	1
3	0	0	1	0	1;
                          
param d:		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18 :=
1	0	10	6	11	12	5	7	9	3	2	6	7	7	6	3	9	10	0
2	10	0	15	20	4	8	17	5	10	8	14	3	16	5	12	4	20	10
3	6	15	0	7	17	10	3	12	5	7	8	13	7	10	6	15	5	6
4	11	20	7	0	22	14	4	19	12	12	8	18	6	16	9	19	5	11
5	12	4	17	22	0	8	19	9	13	10	15	5	17	8	14	3	22	12
6	5	8	10	14	8	0	11	9	7	3	6	5	9	6	5	5	15	5
7	7	17	3	4	19	11	0	15	8	9	6	14	4	13	6	16	4	7
8	9	5	12	19	9	9	15	0	7	8	14	5	16	3	12	8	17	9
9	3	10	5	12	13	7	8	7	0	4	9	8	9	5	6	11	10	3
10	2	8	7	12	10	3	9	8	4	0	6	6	8	5	4	7	12	2
11	6	14	8	8	15	6	6	14	9	6	0	11	3	11	3	12	11	6
12	7	3	13	18	5	5	14	5	8	6	11	0	14	4	10	3	18	7
13	7	16	7	6	17	9	4	16	9	8	3	14	0	13	4	14	8	7
14	6	5	10	16	8	6	13	3	5	5	11	4	13	0	9	6	15	6
15	3	12	6	9	14	5	6	12	6	4	3	10	4	9	0	11	10	3
16	9	4	15	19	3	5	16	8	11	7	12	3	14	6	11	0	19	9
17	10	20	5	5	22	15	4	17	10	12	11	18	8	15	10	19	0	10
18	0	10	6	11	12	5	7	9	3	2	6	7	7	6	3	9	10	0;


param e:=
1       0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0;

param tao := 
1        0
2	10
3	10
4	10
5	10
6	10
7	10
8	10
9	10
10	10
11	10
12	10
13	10
14	10
15	10
16	10
17	10;


param nv :=
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	2
17	2;


param L:=
2	150
3	150
4	150
5	150
6	150
7	150
8	150
9	150
10	150
11	150
12	150
13	150
14	150
15	150
16	150
17	150;



#SUBCONJUNTOS
set subcl1:=2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;
set L1:= 1  2  3;


