param m:= 2;  # de camiones
param n:= 30; # de clientes
#param nl:= 4;  # de intervalos de tiempo
param t_days:= 5;  # de días
param p_num:= 7;  # de patrones
param D:= 50; # duración máxima del día de trabajo.

	  	  
param tao := 
1 	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
;
	
param e :=
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
;

param L := 
2	40
3	40
4	40
5	40
6	40
7	40
8	40
9	40
10	40
11	40
12	40
13	40
14	40
15	40
16	40
17	40
18	40
19	40
20	40
21	40
22	40
23	40
24	40
25	40
26	40
27	40
28	40
29	40
30	40
31	40
;

	
param d:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32:=
1	0.00	7.21	1.56	5.50	4.44	4.40	7.71	7.27	9.50	9.02	9.19	3.43	3.74	2.33	5.13	2.39	3.82	4.03	7.62	3.32	2.20	8.77	6.61	7.45	7.18	6.65	6.99	5.93	5.03	5.51	4.00	0.00
2	7.21	0.00	5.76	2.31	3.17	6.88	1.19	1.90	3.58	2.68	2.92	4.84	4.21	6.19	2.20	6.68	5.76	5.76	2.03	5.31	6.16	1.99	2.67	2.48	2.66	3.89	1.42	2.26	3.45	3.63	3.70	7.21
3	1.56	5.76	0.00	4.30	3.30	4.61	6.19	5.72	8.35	7.47	7.63	1.97	2.20	1.39	3.81	1.77	3.67	3.87	6.06	2.97	2.31	7.25	5.05	6.32	6.09	5.83	5.45	4.38	4.09	3.98	2.98	1.56
4	5.50	2.31	4.30	0.00	1.08	4.57	3.37	3.66	4.05	4.92	5.16	4.20	3.63	5.18	0.77	5.69	3.46	3.45	3.93	3.07	4.05	4.29	3.89	2.03	1.84	2.22	3.13	3.06	1.15	4.11	1.57	5.50
5	4.44	3.17	3.30	1.08	0.00	3.88	4.08	4.14	5.08	5.61	5.84	3.52	3.02	4.30	1.00	4.80	2.69	2.73	4.45	2.15	3.02	5.08	4.10	3.04	2.80	2.72	3.65	3.21	1.02	3.95	0.53	4.44
6	4.40	6.88	4.61	4.57	3.88	0.00	7.91	8.02	7.38	9.46	9.69	6.17	5.99	6.00	4.87	6.33	1.22	1.15	8.33	1.94	2.33	8.86	7.91	5.60	5.23	4.00	7.53	7.03	3.44	7.48	3.44	4.40
7	7.71	1.19	6.19	3.37	4.08	7.91	0.00	0.98	4.43	1.55	1.78	4.92	4.32	6.36	3.07	6.82	6.75	6.77	0.95	6.23	6.95	1.07	2.00	3.64	3.84	5.08	0.82	2.02	4.52	3.25	4.58	7.71
8	7.27	1.90	5.72	3.66	4.14	8.02	0.98	0.00	5.36	1.75	1.91	4.24	3.69	5.71	3.17	6.14	6.82	6.87	0.35	6.22	6.79	1.73	1.05	4.36	4.51	5.62	0.54	1.35	4.77	2.38	4.60	7.27
9	9.50	3.58	8.35	4.05	5.08	7.38	4.43	5.36	0.00	5.30	5.51	8.02	7.40	9.17	4.62	9.68	6.67	6.55	5.39	6.62	7.79	4.46	6.24	2.05	2.35	3.39	4.97	5.81	4.55	7.17	5.50	9.50
10	9.02	2.68	7.47	4.92	5.61	9.46	1.55	1.75	5.30	0.00	0.24	5.96	5.43	7.44	4.61	7.85	8.29	8.31	1.41	7.76	8.43	0.85	2.62	4.97	5.22	6.54	2.06	3.10	6.07	3.99	6.11	9.02
11	9.19	2.92	7.63	5.16	5.84	9.69	1.78	1.91	5.51	0.24	0.00	6.09	5.57	7.57	4.84	7.97	8.52	8.54	1.57	7.98	8.64	1.07	2.72	5.21	5.46	6.78	2.26	3.26	6.31	4.08	6.33	9.19
12	3.43	4.84	1.97	4.20	3.52	6.17	4.92	4.24	8.02	5.96	6.09	0.00	0.63	1.48	3.48	1.91	5.05	5.22	4.55	4.29	4.05	5.91	3.38	6.15	6.03	6.23	4.11	2.92	4.52	2.13	3.49	3.43
13	3.74	4.21	2.20	3.63	3.02	5.99	4.32	3.69	7.40	5.43	5.57	0.63	0.00	2.04	2.89	2.50	4.83	4.98	4.02	4.07	4.01	5.34	2.91	5.55	5.44	5.71	3.52	2.35	4.04	1.78	3.07	3.74
14	2.33	6.19	1.39	5.18	4.30	6.00	6.36	5.71	9.17	7.44	7.57	1.48	2.04	0.00	4.55	0.51	5.06	5.25	6.03	4.34	3.69	7.38	4.86	7.20	7.02	6.97	5.56	4.38	5.21	3.57	4.09	2.33
