param m:= 2;  # de camiones
param n:= 15; # de clientes
#param nl:= 4;  # de intervalos de tiempo
param t_days:= 5;  # de días
param p_num:= 7;  # de patrones
param D:= 50; # duración máxima del día de trabajo.

 	  	  
param tao := 
1 	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
;
	
param e :=
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
;

param L := 
2	40
3	40
4	40
5	40
6	40
7	40
8	40
9	40
10	40
11	40
12	40
13	40
14	40
15	40
16	40
;

	
param d:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17:=
1	0.00	7.71	3.32	3.82	9.02	9.19	5.50	5.03	7.45	3.74	4.00	8.09	9.01	7.61	6.48	6.61	0.00
2	7.71	0.00	6.23	6.75	1.55	1.78	3.37	4.52	3.64	4.32	4.58	0.97	2.10	2.46	2.74	2.53	7.71
3	3.32	6.23	0.00	0.76	7.76	7.98	3.07	2.12	4.62	4.07	1.64	6.94	6.83	7.20	6.29	4.25	3.32
4	3.82	6.75	0.76	0.00	8.29	8.52	3.46	2.38	4.75	4.83	2.23	7.51	7.16	7.87	6.99	4.60	3.82
5	9.02	1.55	7.76	8.29	0.00	0.24	4.92	6.07	4.97	5.43	6.11	0.94	2.67	2.32	3.16	4.02	9.02
6	9.19	1.78	7.98	8.52	0.24	0.00	5.16	6.31	5.21	5.57	6.33	1.10	2.88	2.32	3.23	4.27	9.19
7	5.50	3.37	3.07	3.46	4.92	5.16	0.00	1.15	2.03	3.63	1.57	4.23	3.76	5.00	4.44	1.19	5.50
8	5.03	4.52	2.12	2.38	6.07	6.31	1.15	0.00	2.51	4.04	1.12	5.37	4.78	6.05	5.38	2.23	5.03
9	7.45	3.64	4.62	4.75	4.97	5.21	2.03	2.51	0.00	5.55	3.45	4.61	2.80	5.91	5.69	1.41	7.45
10	3.74	4.32	4.07	4.83	5.43	5.57	3.63	4.04	5.55	0.00	3.07	4.49	6.05	3.87	2.74	4.25	3.74
11	4.00	4.58	1.64	2.23	6.11	6.33	1.57	1.12	3.45	3.07	0.00	5.31	5.30	5.66	4.83	2.75	4.00
12	8.09	0.97	6.94	7.51	0.94	1.10	4.23	5.37	4.61	4.49	5.31	0.00	2.81	1.70	2.33	3.48	8.09
13	9.01	2.10	6.83	7.16	2.67	2.88	3.76	4.78	2.80	6.05	5.30	2.81	0.00	4.49	4.83	2.58	9.01
14	7.61	2.46	7.20	7.87	2.32	2.32	5.00	6.05	5.91	3.87	5.66	1.70	4.49	0.00	1.14	4.60	7.61
15	6.48	2.74	6.29	6.99	3.16	3.23	4.44	5.38	5.69	2.74	4.83	2.33	4.83	1.14	0.00	4.30	6.48
16	6.61	2.53	4.25	4.60	4.02	4.27	1.19	2.23	1.41	4.25	2.75	3.48	2.58	4.60	4.30	0.00	6.61
17	0.00	7.71	3.32	3.82	9.02	9.19	5.50	5.03	7.45	3.74	4.00	8.09	9.01	7.61	6.48	6.61	0.00
;

      
param a:1	2	3	4	5:=
1	1	0	0	0	0
2	0	1	0	0	0
3	0	0	1	0	0
4	0	0	0	1	0
5	0	0	0	0	1
6	0	1	0	1	0
7	0	0	1	0	1; 

param nv :=
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	2
13	2
14	2
15	2
16	2
;

#SUBCONJUNTOS
set subcl1:=2 3 4 5 6 7 8 9 10 11;
set subcl2:=12 13 14 15 16;
#Patrones de visita para clientes en subcl2. o sea. con frecuencia 2 (2 veces por semana). 

set L1:=1 2 3 4 5 ;
set L2:= 6 7; 
# 
