# Datos 15 cl distribuidos centrados 30 visitas 15 cl BS 
# PARÁMETROS
param n := 15;

param t_days := 5; # number of days

param m := 2; # number of trucks

param p_num := 3; #number of patterns L/J, Ma/V y Mi/V
param D := 150;


param a:	1	2	3       4       5:=
1	1	0	0	1	0 
2	0	1	0	0	1
3	0	0	1	0	1;
                          
param d:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17:=
1	0	4	7	3	5	5	6	2	5	8	5	6	8	5	4	3	0
2	4	0	8	6	8	8	5	6	6	11	5	4	11	9	3	4	4
3	7	8	0	10	4	12	5	5	12	14	4	12	4	9	10	5	7
4	3	6	10	0	7	2	9	4	3	5	8	6	10	4	3	6	3
5	5	8	4	7	0	8	7	3	10	10	6	11	3	5	8	4	5
6	5	8	12	2	8	0	11	6	4	3	10	7	11	4	5	8	5
7	6	5	5	9	7	11	0	6	10	14	2	9	9	10	8	4	6
8	2	6	5	4	3	6	6	0	7	9	5	8	6	4	6	3	2
9	5	6	12	3	10	4	10	7	0	6	9	4	12	7	2	7	5
10	8	11	14	5	10	3	14	9	6	0	13	9	13	5	8	10	8
11	5	5	4	8	6	10	2	5	9	13	0	8	7	9	7	2	5
12	6	4	12	6	11	7	9	8	4	9	8	0	14	9	2	7	6
13	8	11	4	10	3	11	9	6	12	13	7	14	0	8	11	7	8
14	5	9	9	4	5	4	10	4	7	5	9	9	8	0	7	7	5
15	4	3	10	3	8	5	8	6	2	8	7	2	11	7	0	5	4
16	3	4	5	6	4	8	4	3	7	10	2	7	7	7	5	0	3
17	0	4	7	3	5	5	6	2	5	8	5	6	8	5	4	3	0;

param e:=
1       0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0;

param tao := 
1        0
2	10
3	10
4	10
5	10
6	10
7	10
8	10
9	10
10	10
11	10
12	10
13	10
14	10
15	10
16	10;


param nv :=
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	2;

param L:=
2	120
3	120
4	120
5	120
6	120
7	120
8	120
9	120
10	120
11	120
12	120
13	120
14	120
15	120
16	120;



#SUBCONJUNTOS
set subcl1:=2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;
set L1:= 1  2  3;



